Ticker,Name,Industry,Year,Financial Statement,Cash,Short Term Investment Cash,Cash & Short Term Investments,Accounts Receivables,Inventories,Other Current Assets,Total Current Assets,"Gross Property, Plant and Equipment",Total Depreciation,Intangible Assets,Total Other Assets,Total Assets,Accounts Payable,Short Term Debt,Accrued Expenses (Liability),Other Current Liabilities,Other Liabilities,Long Term Debt,Deferred Taxes (Liability),Other Liabilities 1,Total Liabilities,Minority Interest (Equity),Preferred Stock (Equity),Common Equity,Total Shareholder Equity,Common Shares Outstanding,Prepaid Expenses,Cash Due From Banks (Asset),Ticker (Income Statement Data),Year (Income Statement Data),Financial Statement (Income Statement Data),Net Revenues,Cost of Goods Sold,Depreciation And Amortization Expense,Gross Income,General Expenses,Research And Development Expense,Total Operating Expenses,Operating Income,Extraordinary Credit,Extraordinary Charge,Interest Expense On Debt,Other Non-Operating Expenses,Pre-Tax Income,Income Tax Expense,Net Income,Shares To Calculate EPS,Shares To Calculate EPS Diluted,Earnings Per Share,Diluted Earnings Per share,Discontinued Operations,Extraordinary Items,Minority Interest,Pre-Tax Equity Earnings,Equity In Earnings,Other Operating Expenses,Preferred Dividend,Other Operating Income,Loan Loss Provision,Interest Expense Total,Interest Income,Non-Interest Income Total,Non-Interest Expense,Underwriting Expenses,Premiums Earned,Claim And Loss,Asset Turnover for Industry,Net Income for Industry,Equity for Industry,Sales for Industry,Assets for Industry,Positive Net Income,ROE for Industry,ROE (Income/Equity),Profit Margin (Income/Sales),Asset Turnover (Sales/Assets),Financial Leverage (Assets/Equity),Financial Leverage for Industry,Profit Margin for Industry
NEE,NextEra Energy Inc.,Public Utilities,2015,Balance Sheet,815000000,-6000000,1500000000,2300000000,1300000000,1700000000,6800000000,80300000000,-18900000000,2100000000,5900000000,82500000000,2500000000,3000000000,1400000000,4600000000,10100000000,26700000000,-9500000000,10300000000,59400000000,-10000000,0,22600000000,22600000000,461000000,0,0,NEE,2015,Income Statement,15800000000,8200000000,3200000000,4400000000,0,0,12800000000,3000000000,1200000000,-72000000,1200000000,794000000,4000000000,-1200000000,2800000000,450500000,454000000,6,6,0,0,-10000000,107000000,0,1400000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
TSU,TIM Participacoes S/A,Public Utilities,2015,Balance Sheet,1500000000,259500000,1800000000,1000000000,35800000,97600000,3100000000,6800000000,-4100000000,2500000000,2500000000,9000000000,956700000,597700000,0,418500000,2200000000,1800000000,-57400000,243700000,4800000000,0,0,4300000000,4300000000,484000000,53100000,0,TSU,2015,Income Statement,5100000000,1700000000,1000000000,2400000000,1700000000,0,4600000000,574900000,15100000,-92200000,120000000,294900000,891600000,-271900000,619700000,484000000,484100000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
T,AT&T Inc.,Public Utilities,2015,Balance Sheet,5100000000,-3500000000,5500000000,18300000000,4000000000,7100000000,36000000000,306200000000,-181800000000,225300000000,239000000000,402700000000,21000000000,7600000000,4900000000,9600000000,47800000000,118500000000,-56200000000,22300000000,279000000000,-342000000,0,122700000000,122700000000,6100000000,1100000000,0,T,2015,Income Statement,146800000000,67000000000,22000000000,57700000000,33100000000,1700000000,122200000000,24600000000,151000000,0,4900000000,-167000000,20700000000,-7000000000,13300000000,5600000000,5600000000,2,2,0,0,-342000000,79000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
OPTT,Ocean Power Technologies Inc.,Public Utilities,2015,Balance Sheet,17800000,3500000,17800000,185100,0,186600,18200000,1700000,-1400000,0,335900,18900000,352800,100000,1300000,1500000,3000000,50000,0,0,3600000,-109100,0,15700000,15700000,1800000,0,0,OPTT,2015,Income Statement,4100000,3700000,965200,-566000,13700000,4100000,18400000,-14300000,185000,0,31600,-228300,-14400000,-1100000,-13100000,1700000,1700000,-8,-8,0,0,-109100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,0,1,0,0
NTT,Nippon Telegraph and Telephone Corporation,Public Utilities,2015,Balance Sheet,7100000000,-1200000000,7400000000,25300000000,3300000000,5400000000,41300000000,317300000000,-235600000000,23700000000,35800000000,172700000000,13200000000,6000000000,0,7200000000,31000000000,31100000000,-3300000000,4300000000,80500000000,-1400000000,0,72400000000,72400000000,4200000000,0,0,NTT,2015,Income Statement,100600000000,47900000000,16600000000,36100000000,25900000000,2100000000,90400000000,10200000000,2300000,-416400000,435000000,100900000,9700000000,-3600000000,4700000000,4400000000,4400000000,1,1,0,0,-1400000000,0,53400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
VZ,Verizon Communications Inc.,Public Utilities,2015,Balance Sheet,4500000000,-6100000000,4800000000,13500000000,1300000000,2700000000,22300000000,220200000000,-136600000000,120200000000,136000000000,244600000000,6400000000,6500000000,6800000000,15700000000,35100000000,103700000000,-45500000000,12600000000,226800000000,-496000000,0,16400000000,16400000000,4100000000,0,0,VZ,2015,Income Statement,131600000000,52600000000,16000000000,63000000000,32500000000,0,101100000000,30600000000,2300000000,-??,5500000000,325000000,28200000000,-9900000000,17900000000,4100000000,4100000000,4,4,0,0,-496000000,-86000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,15,0,0
NWN,Northwest Natural Gas Company,Public Utilities,2015,Balance Sheet,4200000,-5300000,6900000,75300000,70900000,179000000,332100000,3100000000,-906700000,114600000,493900000,3100000000,73200000,295000000,5900000,109500000,477700000,576700000,-530000000,380100000,2300000000,0,0,781000000,781000000,27400000,0,0,NWN,2015,Income Statement,723800000,429200000,102400000,192200000,0,0,561900000,161900000,20100000,-??,62500000,-38200000,89500000,-35800000,53700000,27300000,27400000,2,2,0,0,0,-100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
NGG,National Grid PLC,Public Utilities,2015,Balance Sheet,176700000,-358700000,2300000000,4600000000,504700000,1600000000,9000000000,87100000000,-26600000000,8800000000,9000000000,85600000000,3000000000,4500000000,0,3100000000,10900000000,34000000000,-6400000000,3000000000,67900000000,-12900000,0,17800000000,17800000000,747700000,0,0,NGG,2015,Income Statement,24500000000,7200000000,2500000000,14800000000,7000000000,0,18300000000,6100000000,204300000,-513100000,1700000000,-170500000,4200000000,-992500000,3200000000,753200000,756600000,4,4,0,0,-12900000,0,74000000,1600000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0
DYN,Dynegy Inc.,Public Utilities,2015,Balance Sheet,544000000,-1400000000,644000000,402000000,597000000,302000000,1900000000,9200000000,-888000000,859000000,1000000000,11500000000,292000000,83000000,249000000,437000000,812000000,7200000000,-29000000,343000000,8600000000,-3000000,400000000,2500000000,2900000000,116900000,0,0,DYN,2015,Income Statement,3700000000,2900000000,597000000,222000000,128000000,0,3600000000,94000000,233000000,-223000000,543000000,-1000000,-427000000,-474000000,50000000,125000000,126000000,0,0,0,0,-3000000,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
EPD,Enterprise Products Partners L.P.,Public Utilities,2015,Balance Sheet,34900000,-39500000,293500000,2600000000,1000000000,410300000,4300000000,40600000000,-8600000000,9800000000,10000000000,49000000000,944200000,1900000000,3800000000,4400000000,7200000000,20800000000,-46100000,274200000,28500000000,-37200000,0,20300000000,20300000000,2000000000,0,0,EPD,2015,Income Statement,26800000000,22000000000,1500000000,3300000000,192600000,0,23700000000,3100000000,26800000,-188000000,1100000000,178600000,2600000000,-2500000,2500000000,2000000000,2000000000,1,1,0,0,-37200000,373600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
SJI,South Jersey Industries Inc.,Public Utilities,2015,Balance Sheet,3900000,-294000,87000000,223100000,59300000,40200000,431300000,3000000000,-548800000,30400000,427400000,3500000000,186400000,461200000,7300000,180300000,832500000,1000000000,-295900000,98500000,2400000000,0,0,1000000000,1000000000,71000000,21800000,0,SJI,2015,Income Statement,956200000,705600000,91000000,159600000,0,0,802700000,153600000,3500000,0,36100000,8900000,134800000,-1400000,105100000,68700000,68900000,2,2,-503000,0,0,0,-27800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
NFG,National Fuel Gas Company,Public Utilities,2015,Balance Sheet,124700000,85100000,124700000,125800000,64700000,173400000,513000000,9300000000,-3900000000,5500000,325700000,6700000000,180400000,0,89900000,221000000,446100000,2100000000,-1300000000,282300000,4700000000,0,0,2000000000,2000000000,84600000,24500000,0,NFG,2015,Income Statement,1600000000,824900000,336200000,403500000,0,0,1300000000,314000000,3600000,-1100000000,100100000,205700000,-698600000,-319100000,-379400000,84400000,84400000,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
INFN,Infinera Corporation,Public Utilities,2015,Balance Sheet,149100000,62600000,274700000,186200000,174700000,29500000,665100000,294700000,-183900000,347900000,354000000,1200000000,92600000,0,30400000,94600000,237000000,125400000,-35700000,13400000,449200000,-463000,0,762200000,762200000,140200000,0,0,INFN,2015,Income Statement,886700000,447500000,35800000,403500000,336900000,180700000,820200000,66500000,3800000,-6800000,11900000,-1400000,52000000,-1100000,51400000,133300000,143200000,0,0,0,0,-463000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
BT,BT Group PLC,Public Utilities,2015,Balance Sheet,644300000,-445600000,6000000000,2800000000,139500000,1400000000,11100000000,72300000000,-52300000000,4700000000,5000000000,40400000000,4200000000,2800000000,614600000,4100000000,11400000000,11700000000,-907000000,2600000000,39200000000,0,0,1200000000,1200000000,837200000,749700000,0,BT,2015,Income Statement,28700000000,13200000000,4100000000,11400000000,5700000000,0,23100000000,5600000000,337800000,-926500000,854200000,24100000,4300000000,-820400000,3400000000,805600000,819100000,4,4,0,0,0,0,-1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,34,0,0
ADGE,American DG Energy Inc.,Public Utilities,2015,Balance Sheet,5600000,-6200000,5600000,1000000,1100000,752400,8500000,35100000,-9600000,0,52800,34000000,575200,0,345400,1600000,2300000,20600000,0,0,22900000,-455300,0,9000000,9000000,50700000,0,0,ADGE,2015,Income Statement,8600000,6700000,2200000,-358600,3900000,0,12900000,-4300000,6800,-865600,1300000,0,-6200000,-352600,-5400000,50700000,50700000,0,0,0,0,-455300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,4,0,0
INVT,Inventergy Global Inc.,Public Utilities,2015,Balance Sheet,554600,-888800,554600,31900,0,211100,797600,0,0,17900000,18500000,19400000,1800000,6000000,12700,2600000,10500000,2600000,0,6000000,19500000,0,0,-142000,-142000,4200000,0,0,INVT,2015,Income Statement,4900000,1000000,1700000,2200000,7500000,0,10200000,-5300000,67400,-2300000,4200000,2100,-11700000,-14000,-11700000,3400000,3400000,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,-2,0,-137,0,0
SUNW,Sunworks Inc.,Public Utilities,2015,Balance Sheet,12100000,11600000,12100000,9200000,1300000,220000,22700000,886000,-141000,11400000,11400000,34900000,4300000,3600000,465000,2800000,11000000,232000,0,45000,11300000,0,2000,23500000,23500000,18300000,0,0,SUNW,2015,Income Statement,53700000,36700000,51000,17000000,14600000,53000,51300000,2400000,69000,-??,1400000,-3000,1100000,0,1100000,17000000,23700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0
TLN,Talen Energy Corporation,Public Utilities,2015,Balance Sheet,247000000,-211000000,809000000,427000000,508000000,966000000,2800000000,15000000000,-6400000000,310000000,370000000,12800000000,291000000,1000000000,43000000,790000000,2100000000,3800000000,-1600000000,199000000,8500000000,0,0,4300000000,4300000000,128500000,52000000,0,TLN,2015,Income Statement,3600000000,2800000000,579000000,203000000,0,0,3500000000,138000000,870000000,-1100000000,231000000,-87000000,-368000000,-27000000,-341000000,109900000,109900000,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
TEF,Telefonica S.A.,Public Utilities,2015,Balance Sheet,2800000000,-4300000000,6100000000,9900000000,1500000000,20100000000,38100000000,113200000000,-80000000000,43800000000,45200000000,133600000000,7800000000,14100000000,0,14400000000,38100000000,58600000000,-5200000000,1600000000,111000000000,-149000000,0,12000000000,12000000000,4800000000,532300000,0,TEF,2015,Income Statement,52100000000,35600000000,9400000000,7100000000,3700000000,0,50000000000,2100000000,898400000,-582700000,4400000000,1100000000,348800000,-14300000,3000000000,4800000000,4900000000,1,1,2800000000,0,-149000000,0,-5500000,1300000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0
GOOGL,Alphabet Inc.,Technology,2015,Balance Sheet,14500000000,-1800000000,73100000000,13900000000,0,3100000000,90100000000,40100000000,-11100000000,19700000000,21600000000,147500000000,1900000000,3200000000,7100000000,10300000000,19300000000,2000000000,-62000000,5500000000,27100000000,0,0,120300000000,120300000000,687300000,0,0,GOOGL,2015,Income Statement,73600000000,23100000000,5100000000,45400000000,27500000000,12300000000,55600000000,18000000000,0,-302000000,109000000,1100000000,19700000000,-3300000000,16300000000,684600000,692900000,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
MSFT,Microsoft Corp.,Technology,2015,Balance Sheet,4800000000,-3100000000,96500000000,17900000000,2900000000,7400000000,124700000000,32300000000,-17600000000,21800000000,24700000000,176200000000,6600000000,7500000000,0,27400000000,49900000000,27800000000,-2800000000,1200000000,96100000000,0,0,80100000000,80100000000,8000000000,0,0,MSFT,2015,Income Statement,93000000000,27100000000,6000000000,59900000000,32400000000,12000000000,65400000000,27600000000,0,-10600000000,781000000,1600000000,18500000000,-6300000000,12200000000,8200000000,8300000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
AAPL,Apple Inc.,Technology,2015,Balance Sheet,19100000000,7300000000,41600000000,30300000000,2300000000,15100000000,89400000000,49300000000,-26800000000,9000000000,14600000000,290500000000,35500000000,11000000000,25200000000,34100000000,80600000000,53500000000,-24100000000,9400000000,171100000000,0,0,119400000000,119400000000,5600000000,0,0,AAPL,2015,Income Statement,231300000000,131000000000,11300000000,89000000000,22400000000,8100000000,164700000000,66600000000,-??,-??,733000000,3700000000,72500000000,-19100000000,53400000000,5800000000,5800000000,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
FB,Facebook Inc.,Technology,2015,Balance Sheet,4900000000,592000000,18400000000,2600000000,0,659000000,21700000000,7800000000,-2100000000,21300000000,22100000000,49400000000,413000000,208000000,192000000,831000000,1900000000,107000000,-163000000,2700000000,5200000000,0,0,44200000000,44200000000,2800000000,0,0,FB,2015,Income Statement,17900000000,922000000,1900000000,15100000000,8800000000,4800000000,11700000000,6200000000,-??,-??,23000000,-60000000,6200000000,-2500000000,3700000000,2800000000,2900000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ACY,Aerocentury Corp.,Technology,2015,Balance Sheet,2700000,880500,2700000,17200000,0,0,20000000,186300000,-31100000,0,5800000,182500000,1100000,0,35600,35600,1200000,107600000,-12200000,3600000,141300000,0,0,41300000,41300000,1600000,0,0,ACY,2015,Income Statement,26100000,4700000,9100000,12300000,7200000,0,21100000,5000000,0,-1300000,6100000,12000000,10000000,-3600000,6400000,1500000,1500000,4,4,0,0,0,0,0,187300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
CUDA,Barracuda Networks Inc.,Technology,2015,Balance Sheet,151400000,15500000,192100000,40700000,4500000,4500000,250000000,40300000,-12400000,49000000,111000000,389300000,16400000,252000,12500000,222400000,251200000,4400000,-2000000,5300000,428400000,0,0,-39100000,-39100000,52900000,8200000,0,CUDA,2015,Income Statement,277400000,50000000,8600000,218800000,219700000,58700000,278400000,-922000,0,-104000,296000,-3300000,-4600000,-62900000,-67500000,51900000,51900000,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-10,0,0
CNET,ChinaNet Online Holdings Inc.,Technology,2015,Balance Sheet,5500000,655000,8800000,4500000,0,1900000,21000000,3800000,-3100000,10000000,11100000,35500000,95000,0,340000,5000000,7400000,0,-1400000,264000,7800000,-91000,0,27300000,27300000,29600000,5800000,0,CNET,2015,Income Statement,32300000,23200000,1800000,7300000,13900000,2200000,38900000,-6600000,0,-2700000,47000,54000,-9200000,-1500000,-9100000,26800000,26800000,0,0,-1500000,0,-91000,0,-2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
CVLT,CommVault Systems Inc.,Technology,2015,Balance Sheet,337700000,-120100000,387600000,117700000,0,36200000,541600000,168300000,-28100000,0,6800000,713500000,860000,0,34200000,218600000,257900000,0,-24900000,3100000,306500000,0,0,407000000,407000000,45100000,0,0,CVLT,2015,Income Statement,607500000,81500000,9000000,517000000,478300000,64100000,568900000,38600000,0,0,0,-505000,38900000,-13200000,25700000,45500000,47200000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
COYN,COPsync Inc.,Technology,2015,Balance Sheet,8300000,7700000,8300000,426300,484700,54800,9400000,317900,-193800,0,385300,9900000,2500000,175800,0,2000000,4700000,335100,0,0,6100000,0,10,3800000,3800000,8400000,103800,0,COYN,2015,Income Statement,6100000,3800000,53200,2300000,6300000,1600000,10200000,-4000000,0,-397600,2000000,0,-6400000,0,-6400000,4500000,4500000,-1,-1,0,0,0,0,0,0,-91200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,1,3,0,0
DTRM,Determine Inc.,Technology,2015,Balance Sheet,13200000,-3700000,13200000,5200000,0,1600000,20100000,892000,-602000,16400000,16900000,37300000,1500000,7400000,2400000,10800000,20200000,2900000,0,167000,23300000,0,4900000,9100000,14000000,7900000,0,0,DTRM,2015,Income Statement,20900000,10800000,1500000,8600000,24500000,3400000,36800000,-15900000,0,-700000,0,-72000,-16700000,-3000000,-13700000,7300000,7300000,-2,-2,0,0,0,0,0,0,-3700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,3,0,0
GRPN,Groupon Inc.,Technology,2015,Balance Sheet,858100000,-223200000,858100000,115000000,42300000,10800000,1100000000,484400000,-285500000,323800000,334200000,1800000000,24600000,26800000,820100000,1100000000,1200000000,30900000,-5200000,36100000,1300000000,-13000000,0,469400000,469400000,591300000,49100000,0,GRPN,2015,Income Statement,3100000000,1700000000,133000000,1300000000,1400000000,0,3200000000,-62100000,0,-34400000,3000000,-10100000,-108300000,-19100000,-133500000,650100000,650100000,0,0,-31300000,154100000,-13000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0
SAAS,inContact Inc.,Technology,2015,Balance Sheet,29100000,-3400000,104200000,37200000,0,9200000,150700000,116100000,-73600000,58500000,60900000,254100000,11600000,0,8800000,20300000,40600000,82000000,-230000,3000,128900000,0,0,125300000,125300000,61800000,0,0,SAAS,2015,Income Statement,222000000,86000000,22000000,114000000,130900000,29300000,238900000,-16900000,0,0,5700000,-2000,-22300000,-529000,-22800000,61500000,61500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
IDN,Intelligchekc Mobilisa Inc.,Technology,2015,Balance Sheet,6000000,3000000,6000000,1200000,74700,178400,7400000,1700000,-1400000,10600000,10600000,18500000,260300,0,223300,1100000,1700000,0,0,0,2100000,0,0,16300000,16300000,9900000,0,0,IDN,2015,Income Statement,7000000,2500000,1000000,3500000,8900000,2600000,12500000,-5500000,0,0,3300,109000,-5300000,0,-5300000,9700000,9700000,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0
LTRX,Lantronix Inc.,Technology,2015,Balance Sheet,5000000,-1300000,5000000,3000000,9500000,400000,17900000,8400000,-6900000,9500000,9600000,29400000,3600000,762000,2000000,4000000,10500000,152000,-442000,0,10700000,0,0,18700000,18700000,15100000,0,0,LTRX,2015,Income Statement,42900000,22000000,878000,20100000,22400000,6800000,45400000,-2400000,0,-230000,17000,-30000,-2700000,-58000,-2800000,14900000,14900000,0,0,0,0,0,0,0,112000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
PCTY,Paylocity Holding Corporation,Technology,2015,Balance Sheet,81300000,2400000,81300000,1100000,0,596400000,678800000,31200000,-15100000,25300000,25700000,720500000,1300000,0,1400000,593900000,609500000,0,-874000,0,613000000,0,0,107600000,107600000,50700000,0,0,PCTY,2015,Income Statement,152700000,62300000,8600000,81800000,95700000,19900000,166600000,-13900000,0,0,0,54000,-13900000,-105000,-14000000,50100000,50100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
PEGA,Pegasystems Inc.,Technology,2015,Balance Sheet,93000000,-21600000,219100000,216600000,0,23200000,458900000,61800000,-30500000,80200000,84200000,641100000,12700000,0,17100000,187300000,267200000,0,-53400000,21900000,318300000,0,0,322900000,322900000,76500000,0,0,PEGA,2015,Income Statement,682700000,197200000,23100000,462400000,397700000,126400000,617900000,64800000,0,-1100000,0,-4200000,60500000,-24200000,36300000,76500000,79000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
RBCN,Rubicon Technology Inc.,Technology,2015,Balance Sheet,17900000,-3100000,30300000,1700000,27100000,1200000,60300000,91000000,-33400000,0,1400000,119200000,3300000,1500000,1300000,1600000,6700000,0,-554000,0,7300000,0,0,112000000,112000000,26200000,0,0,RBCN,2015,Income Statement,23800000,35600000,11400000,-23100000,12300000,2200000,59200000,-35400000,0,-40500000,109000,-1900000,-77900000,-26000,-77800000,26200000,26200000,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,0,1,0,0
SEDG,SolarEdge Technologies Inc.,Technology,2015,Balance Sheet,148400000,135000000,148400000,64800000,74000000,3200000,290400000,22100000,-7400000,0,529000,305700000,80700000,0,5700000,18100000,105600000,0,0,2400000,138700000,0,0,166900000,166900000,39300000,0,0,SEDG,2015,Income Statement,325100000,241000000,2300000,81800000,53000000,22800000,296300000,28800000,0,-6600000,1300000,2200000,23100000,-2000000,21100000,11900000,15300000,0,0,0,0,0,0,0,0,-17600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
TBI,TrueBlue Inc.,Technology,2015,Balance Sheet,29800000,10100000,29800000,489600000,0,30900000,550400000,175400000,-117900000,422400000,425300000,1300000000,69700000,2300000,0,69900000,228000000,243400000,-26900000,33800000,731300000,0,0,535600000,535600000,42000000,0,0,TBI,2015,Income Statement,2700000000,2100000000,41800000,593800000,490900000,0,2600000000,102900000,0,-5100000,4200000,0,96400000,-25200000,71200000,41200000,41600000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0
WEB,Web.com Group Inc.,Technology,2015,Balance Sheet,18700000,-3800000,18700000,12900000,0,4400000,44100000,112600000,-70700000,957300000,1100000000,1200000000,10000000,11200000,13300000,236300000,271200000,411400000,-37800000,7300000,919200000,0,0,238200000,238200000,50700000,8200000,0,WEB,2015,Income Statement,543500000,188400000,56300000,298700000,236400000,24300000,481200000,62300000,0,-559000,20000000,0,41700000,-48300000,90000000,50200000,52400000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0
